review_id,stem,label_line,original_class_id,original_class_name,decision,review_note
99,000323,4,2,TrafficLight,pending,
100,000323,5,2,TrafficLight,pending,
101,000344,4,2,TrafficLight,pending,
102,000352,4,2,TrafficLight,pending,
103,000352,5,2,TrafficLight,pending,
104,000370,4,2,TrafficLight,pending,
105,000373,4,2,TrafficLight,pending,
106,000373,5,2,TrafficLight,pending,
107,000379,3,2,TrafficLight,pending,
108,000389,3,2,TrafficLight,pending,
109,000432,4,2,TrafficLight,pending,
110,000459,7,2,TrafficLight,pending,
111,000464,7,2,TrafficLight,pending,
112,000469,7,2,TrafficLight,pending,
113,000469,8,2,TrafficLight,pending,
114,000473,7,2,TrafficLight,pending,
115,000473,8,2,TrafficLight,pending,
116,000517,6,2,TrafficLight,pending,
117,000546,6,2,TrafficLight,pending,
118,000546,7,2,TrafficLight,pending,
119,000549,6,2,TrafficLight,pending,
120,000549,7,2,TrafficLight,pending,
121,000551,6,2,TrafficLight,pending,
122,000551,7,2,TrafficLight,pending,
123,000558,6,2,TrafficLight,pending,
124,000558,7,2,TrafficLight,pending,
125,000565,6,2,TrafficLight,pending,
126,000565,7,2,TrafficLight,pending,
127,000570,6,2,TrafficLight,pending,
128,000570,7,2,TrafficLight,pending,
129,000574,6,2,TrafficLight,pending,
130,000574,7,2,TrafficLight,pending,
131,000580,6,2,TrafficLight,pending,
132,000580,7,2,TrafficLight,pending,
133,000591,6,2,TrafficLight,pending,
134,000591,7,2,TrafficLight,pending,
135,000603,6,2,TrafficLight,pending,
136,000603,7,2,TrafficLight,pending,
137,000604,6,2,TrafficLight,pending,
138,000604,7,2,TrafficLight,pending,
139,000616,6,2,TrafficLight,pending,
140,000616,7,2,TrafficLight,pending,
141,000633,6,2,TrafficLight,pending,
142,000633,7,2,TrafficLight,pending,
143,000643,6,2,TrafficLight,pending,
144,000650,6,2,TrafficLight,pending,
145,000654,5,2,TrafficLight,pending,
146,000655,5,2,TrafficLight,pending,
147,000655,6,2,TrafficLight,pending,
148,000655,7,2,TrafficLight,pending,
149,000658,5,2,TrafficLight,pending,
150,000663,5,2,TrafficLight,pending,
151,000663,6,2,TrafficLight,pending,
152,000665,5,2,TrafficLight,pending,
153,000665,6,2,TrafficLight,pending,
154,000665,7,2,TrafficLight,pending,
155,000665,8,2,TrafficLight,pending,
156,000665,9,3,TrafficSign,pending,
157,000671,5,2,TrafficLight,pending,
158,000671,6,2,TrafficLight,pending,
159,000671,7,2,TrafficLight,pending,
160,000677,5,2,TrafficLight,pending,
161,000677,6,2,TrafficLight,pending,
162,000677,7,2,TrafficLight,pending,
163,000686,5,2,TrafficLight,pending,
164,000686,6,2,TrafficLight,pending,
165,000686,7,2,TrafficLight,pending,
166,000686,8,2,TrafficLight,pending,
167,000692,4,2,TrafficLight,pending,
168,000692,5,2,TrafficLight,pending,
169,000692,6,2,TrafficLight,pending,
170,000692,7,2,TrafficLight,pending,
171,000699,4,2,TrafficLight,pending,
172,000699,5,2,TrafficLight,pending,
173,000699,6,2,TrafficLight,pending,
174,000699,7,2,TrafficLight,pending,
175,000699,8,2,TrafficLight,pending,
176,000699,9,2,TrafficLight,pending,
177,000699,10,2,TrafficLight,pending,
178,000699,11,2,TrafficLight,pending,
179,000701,4,2,TrafficLight,pending,
180,000701,5,2,TrafficLight,pending,
181,000701,6,2,TrafficLight,pending,
182,000701,7,2,TrafficLight,pending,
183,000701,8,2,TrafficLight,pending,
184,000701,9,2,TrafficLight,pending,
185,000704,4,2,TrafficLight,pending,
186,000704,5,2,TrafficLight,pending,
187,000704,6,2,TrafficLight,pending,
188,000704,7,2,TrafficLight,pending,
189,000704,8,2,TrafficLight,pending,
190,000704,9,2,TrafficLight,pending,
191,000704,10,2,TrafficLight,pending,
192,000714,3,2,TrafficLight,pending,
193,000714,4,2,TrafficLight,pending,
194,000714,5,2,TrafficLight,pending,
195,000714,6,2,TrafficLight,pending,
196,000714,7,2,TrafficLight,pending,
197,000718,3,2,TrafficLight,pending,
198,000718,4,2,TrafficLight,pending,
199,000718,5,2,TrafficLight,pending,
200,000718,6,2,TrafficLight,pending,
201,000718,7,2,TrafficLight,pending,
202,000718,8,2,TrafficLight,pending,
203,000718,9,2,TrafficLight,pending,
204,000721,3,2,TrafficLight,pending,
205,000721,4,2,TrafficLight,pending,
206,000721,5,2,TrafficLight,pending,
207,000721,6,2,TrafficLight,pending,
208,000721,7,2,TrafficLight,pending,
209,000721,8,2,TrafficLight,pending,
210,000721,9,2,TrafficLight,pending,
211,000733,3,2,TrafficLight,pending,
212,000733,4,2,TrafficLight,pending,
213,000733,5,2,TrafficLight,pending,
214,000733,6,2,TrafficLight,pending,
215,000733,7,2,TrafficLight,pending,
216,000733,8,2,TrafficLight,pending,
217,000733,9,2,TrafficLight,pending,
218,000733,10,2,TrafficLight,pending,
219,000733,11,2,TrafficLight,pending,
220,000733,12,2,TrafficLight,pending,
221,000733,13,2,TrafficLight,pending,
222,000733,14,2,TrafficLight,pending,
223,000735,4,2,TrafficLight,pending,
224,000735,5,2,TrafficLight,pending,
225,000735,6,2,TrafficLight,pending,
226,000735,7,2,TrafficLight,pending,
227,000735,8,2,TrafficLight,pending,
228,000735,9,2,TrafficLight,pending,
229,000735,10,2,TrafficLight,pending,
230,000735,11,2,TrafficLight,pending,
231,000746,5,2,TrafficLight,pending,
232,000746,6,2,TrafficLight,pending,
233,000746,7,2,TrafficLight,pending,
234,000746,8,2,TrafficLight,pending,
235,000746,9,2,TrafficLight,pending,
236,000746,10,2,TrafficLight,pending,
237,000746,11,2,TrafficLight,pending,
238,000747,5,2,TrafficLight,pending,
239,000747,6,2,TrafficLight,pending,
240,000747,7,2,TrafficLight,pending,
241,000747,8,2,TrafficLight,pending,
242,000747,9,2,TrafficLight,pending,
243,000754,6,2,TrafficLight,pending,
244,000754,7,2,TrafficLight,pending,
245,000754,8,2,TrafficLight,pending,
246,000758,9,2,TrafficLight,pending,
247,000758,10,2,TrafficLight,pending,
248,000758,11,2,TrafficLight,pending,
249,000759,9,2,TrafficLight,pending,
250,000759,10,2,TrafficLight,pending,
251,000759,11,2,TrafficLight,pending,
252,000759,12,2,TrafficLight,pending,
253,000762,9,2,TrafficLight,pending,
254,000777,10,2,TrafficLight,pending,
255,000777,11,2,TrafficLight,pending,
256,000777,12,2,TrafficLight,pending,
257,000777,13,2,TrafficLight,pending,
258,000781,10,2,TrafficLight,pending,
259,000781,11,2,TrafficLight,pending,
260,000781,12,2,TrafficLight,pending,
261,000781,13,2,TrafficLight,pending,
262,000786,10,2,TrafficLight,pending,
263,000786,11,2,TrafficLight,pending,
264,000786,12,2,TrafficLight,pending,
265,000786,13,2,TrafficLight,pending,
266,000791,10,2,TrafficLight,pending,
267,000791,11,2,TrafficLight,pending,
268,000791,12,2,TrafficLight,pending,
269,000791,13,2,TrafficLight,pending,
270,000791,14,2,TrafficLight,pending,
271,000791,15,2,TrafficLight,pending,
272,000794,9,2,TrafficLight,pending,
273,000794,10,2,TrafficLight,pending,
274,000794,11,2,TrafficLight,pending,
275,000794,12,2,TrafficLight,pending,
276,000824,8,2,TrafficLight,pending,
277,000824,9,2,TrafficLight,pending,
278,000824,10,2,TrafficLight,pending,
279,000824,11,2,TrafficLight,pending,
280,000824,12,2,TrafficLight,pending,
281,000825,8,2,TrafficLight,pending,
282,000825,9,2,TrafficLight,pending,
283,000825,10,2,TrafficLight,pending,
284,000825,11,2,TrafficLight,pending,
285,000826,7,2,TrafficLight,pending,
286,000826,8,2,TrafficLight,pending,
287,000826,9,2,TrafficLight,pending,
288,000826,10,2,TrafficLight,pending,
289,000826,11,2,TrafficLight,pending,
290,000828,7,2,TrafficLight,pending,
291,000828,8,2,TrafficLight,pending,
292,000828,9,2,TrafficLight,pending,
293,000828,10,2,TrafficLight,pending,
294,000841,6,2,TrafficLight,pending,
295,000841,7,2,TrafficLight,pending,
296,000841,8,2,TrafficLight,pending,
297,000841,9,2,TrafficLight,pending,
298,000841,10,2,TrafficLight,pending,
299,000841,11,2,TrafficLight,pending,
300,000849,7,2,TrafficLight,pending,
301,000849,8,2,TrafficLight,pending,
302,000849,9,2,TrafficLight,pending,
303,000849,10,2,TrafficLight,pending,
304,000854,7,2,TrafficLight,pending,
305,000854,8,2,TrafficLight,pending,
306,000854,9,2,TrafficLight,pending,
307,000854,10,2,TrafficLight,pending,
308,000854,11,2,TrafficLight,pending,
309,000863,7,2,TrafficLight,pending,
310,000863,8,2,TrafficLight,pending,
311,000863,9,2,TrafficLight,pending,
312,000863,10,2,TrafficLight,pending,
313,000863,11,2,TrafficLight,pending,
314,000867,7,2,TrafficLight,pending,
315,000867,8,2,TrafficLight,pending,
316,000867,9,2,TrafficLight,pending,
317,000867,10,2,TrafficLight,pending,
318,000867,11,2,TrafficLight,pending,
319,000867,12,2,TrafficLight,pending,
320,000875,7,2,TrafficLight,pending,
321,000875,8,2,TrafficLight,pending,
322,000875,9,2,TrafficLight,pending,
323,000875,10,2,TrafficLight,pending,
324,000875,11,2,TrafficLight,pending,
325,000882,7,2,TrafficLight,pending,
326,000882,8,2,TrafficLight,pending,
327,000882,9,2,TrafficLight,pending,
328,000882,10,2,TrafficLight,pending,
329,000882,11,2,TrafficLight,pending,
330,000887,7,2,TrafficLight,pending,
331,000887,8,2,TrafficLight,pending,
332,000887,9,2,TrafficLight,pending,
333,000887,10,2,TrafficLight,pending,
334,000890,7,2,TrafficLight,pending,
335,000890,8,2,TrafficLight,pending,
336,000890,9,2,TrafficLight,pending,
337,000890,10,2,TrafficLight,pending,
338,000906,7,2,TrafficLight,pending,
339,000906,8,2,TrafficLight,pending,
340,000906,9,2,TrafficLight,pending,
341,000906,10,2,TrafficLight,pending,
342,000906,11,2,TrafficLight,pending,
343,000907,7,2,TrafficLight,pending,
344,000907,8,2,TrafficLight,pending,
345,000907,9,2,TrafficLight,pending,
346,000907,10,2,TrafficLight,pending,
347,000907,11,2,TrafficLight,pending,
348,000913,7,2,TrafficLight,pending,
349,000913,8,2,TrafficLight,pending,
350,000913,9,2,TrafficLight,pending,
351,000913,10,2,TrafficLight,pending,
352,000947,8,2,TrafficLight,pending,
353,000947,9,2,TrafficLight,pending,
354,000947,10,2,TrafficLight,pending,
355,000947,11,2,TrafficLight,pending,
356,000954,8,2,TrafficLight,pending,
357,000954,9,2,TrafficLight,pending,
358,000954,10,2,TrafficLight,pending,
359,000954,11,2,TrafficLight,pending,
360,000964,9,2,TrafficLight,pending,
361,000964,10,2,TrafficLight,pending,
362,000964,11,2,TrafficLight,pending,
363,000964,12,2,TrafficLight,pending,
364,000970,9,2,TrafficLight,pending,
365,000970,10,2,TrafficLight,pending,
366,000970,11,3,TrafficSign,pending,
367,000974,9,2,TrafficLight,pending,
368,000974,10,2,TrafficLight,pending,
369,000974,11,2,TrafficLight,pending,
370,000974,12,2,TrafficLight,pending,
371,000974,13,2,TrafficLight,pending,
372,000974,14,2,TrafficLight,pending,
373,000974,15,2,TrafficLight,pending,
374,000978,9,2,TrafficLight,pending,
375,000978,10,2,TrafficLight,pending,
376,000978,11,2,TrafficLight,pending,
377,000978,12,2,TrafficLight,pending,
378,000978,13,2,TrafficLight,pending,
379,000978,14,2,TrafficLight,pending,
380,000978,15,2,TrafficLight,pending,
381,000982,9,2,TrafficLight,pending,
382,000982,10,2,TrafficLight,pending,
383,000982,11,2,TrafficLight,pending,
384,000982,12,2,TrafficLight,pending,
385,000982,13,2,TrafficLight,pending,
386,000982,14,2,TrafficLight,pending,
387,000982,15,2,TrafficLight,pending,
388,000983,9,2,TrafficLight,pending,
389,000983,10,2,TrafficLight,pending,
390,000983,11,2,TrafficLight,pending,
391,000983,12,2,TrafficLight,pending,
392,000986,9,2,TrafficLight,pending,
393,000986,10,2,TrafficLight,pending,
394,000986,11,2,TrafficLight,pending,
395,000986,12,2,TrafficLight,pending,
396,000986,13,2,TrafficLight,pending,
397,000986,14,3,TrafficSign,pending,
398,000990,9,2,TrafficLight,pending,
399,000990,10,2,TrafficLight,pending,
400,000990,11,2,TrafficLight,pending,
401,000990,12,2,TrafficLight,pending,
402,000990,13,3,TrafficSign,pending,
403,000990,14,3,TrafficSign,pending,
404,000992,9,2,TrafficLight,pending,
405,000992,10,2,TrafficLight,pending,
406,000992,11,2,TrafficLight,pending,
407,000992,12,2,TrafficLight,pending,
408,000992,13,2,TrafficLight,pending,
409,000992,14,3,TrafficSign,pending,
410,000994,9,2,TrafficLight,pending,
411,000994,10,2,TrafficLight,pending,
412,000994,11,2,TrafficLight,pending,
413,000994,12,2,TrafficLight,pending,
414,000994,13,2,TrafficLight,pending,
